CustomerID,PurchaseFrequency,TotalSpending,AvgOrderSpending
e86b0ff05d0fcf5b96dd66108d8953c07b8dca6b0e553ce4c0d6d78bda02784a,47,36800.6,266.6710144927536
8372b95a76846224871d592559cec64f46fa5eca8623bb8e38fd0efd4db5e0a6,57,36536.09,105.59563583815027
6f7797d29a32c3920aa346e90578d548e1f7258e3d610a334c5cb3e5cc85e266,51,34684.399999999994,93.99566395663955
6ec538ecb0642b8ac105c90d9b54feb39804ed211ffdaacbe0547fd0fef5f248,19,33643.08,201.45556886227547
e278fecceb866edf70b4a9bc03bc63139c27bb9b42a51947a74c94c4aaae8e55,209,32448.840000000007,7.574425770308125
26d5cccc4fea5050fc74fe87fac1918cdcf66fe185cfc2fccbe13a012c1ca249,15,31906.820000000003,161.14555555555557
1d7b66a324f5dfb6349c3d3bacd192462f823869f6cdb5a26d1515d09bb2fa30,34,31833.680000000004,149.45389671361505
7688d4740e78cfaf9e50fc6043fc1f5bada1b2fbe16943ad62a8ad20cc6f659d,28,28882.439999999995,50.493776223776216
6a63788c5ade349d6d37b9f9bd35aeff70f28ac07ccc716b350bec6fc7cca8f1,16,28754.110000000004,111.45003875968995
31d1b7446de572179280650748b00b7676ba931d32a0196a7d1ff0f8a708d3e1,11,28337.38,27.67322265625
24f928bcd93b170c0e1917757d5b96fe02d82d1ce0dab75274d4a5afc6a70c70,62,28117.039999999997,58.82225941422593
3613422483c6728381e4dee771f5444b6ffdee6084fa90fca8c1435fe11e2c92,23,26879.039999999997,497.75999999999993
317cc28531a9060bb1383b4f44e34a7b34240dbc4c39991deb2406ec3116d750,22,26626.8,591.7066666666667
79c27e2b93dc169ca0712385e31ff21299fc450f26d7d6cdf7fb8f40d1ad1941,33,25977.160000000003,131.86375634517768
ecc3775a35f3a0eed999e860e6a626661d0f75344e956977e591e0d821a7d2e3,6,21429.39,108.77862944162436
7e02ddc7e6d95f88bd81c916aec30760ec8e6d34681d476ea77da46ab0a56da8,18,21086.300000000003,171.43333333333337
71e1180b2ee1c1feea215abca632d0d6d209af3cda056740bdc270e4c94e7b73,31,20374.28,28.89968794326241
02de4c9b8fa6f0a54a5e6590e435ba25932862e5d922b6dd3864632da8d97be5,29,20275.61,186.01477064220185
34371dc52c585da0d565decde94d1a00027cfe0415e72203cf6b594c9a2d90a6,30,19788.649999999998,43.112527233115465
324ba1d59d1eb343b7a8c59bb700946741db36dd572971d23593f7a05adf21f7,47,19621.559999999998,13.439424657534245
0c0f4869763ded155acf9a01b73361ac47af9cce3002cec93af71566b5cfcd7d,12,18895.910000000003,68.96317518248176
75466ed9e3f6a6efc83c5d1b47df5c78ca0e2081f9a03beca7f58b568829ecac,30,18641.010000000002,26.254943661971833
f431c9e9821e448596ede89015616ccb66c9af305dc43bd473951620228683aa,28,17654.54,152.19431034482758
482d740b905635c93da0825cbe22da87eef0821e635317cb37f231d151150046,12,17628.460000000006,106.83915151515156
aef7e736106b02068daebf65f1a25884dc683c952404677088c65359d2ea1910,19,17286.859999999997,69.14743999999999
7b4b643c16e4e293c2aaafd92c608fe3a70c77c315db27908c5c169d5d1c7f86,28,17256.850000000002,52.612347560975614
da7d59242b077fc1a95e11826f0247b50f78544a9b197a4497898f89ac7d4861,37,17220.36,46.79445652173913
a7e49300b2664017129736f8c3e981a835a14e7fa06a01480476981512f58087,20,17159.52,96.40179775280899
94a0a90c7118f09fd868250de040c4b09dcb492cc3dad0eaec9f79448b00e7f0,34,16594.350000000002,62.38477443609023
3df512a70a614b09106b8f8bf5717351ccb423ddc002549e6a1ed190528e3010,37,16587.089999999997,23.037624999999995
f84ec50fd371a733cb5b7246c2959422473c9caf493754d94f6327d92fad888f,30,16345.380000000001,53.94514851485149
fb86ee95ed6c76757e798ef1d429da87b1a42c00226450543b608580bb9839ab,41,16225.390000000001,76.53485849056604
22df8a810789796ac1d1ccaa215085ff40b9f927013604ea70466ecbf8a06fb0,14,16137.5,201.71875
621e861ae8070e4ddb4d4854d6abc2a17449c5c1a64634eae4e60b8089865f60,27,16006.95,25.817661290322583
262ce3566421a463f53284e7f5e0635f8c3da6175e256d5c4a66fa74f24fd7c8,23,15574.99,74.52148325358851
76edcda596e719a9ae2d346de3239136e79a713dcd58a0cedcd00d0309ecb342,7,15285.38,70.11642201834862
f364c450342709d17f731b0a80506446b264bf41f4b8947a505fa4b6cac9a900,19,14758.220000000001,47.91629870129871
0053b6c5c83a4b7d34c72b55fc8aee2ae49e9dc9f7ae587a36d94e82ddbe5eec,33,14589.04,43.16284023668639
b8200eee488c2a7a8b55cf367ea392f5ecdb5b54c5006851466e7079de81222f,12,14389.900000000001,145.35252525252525
8438b3e161d4748262fb4910c58883e7774c56505d1eede7f1d3482d3c789831,20,14034.99,51.98144444444444
eec5315bd75c95b9e843cd3df87b63a52f09d6ea0152beefbb9106d489cc672b,22,13787.54,21.610564263322885
5f57c633c5d578fd76a5683620e98529d500d168ac54747dfe580834d28cec29,20,13689.67,29.31406852248394
dbf5f8dcf767734794379c2be9435f6683b82d122b62bce25cd581e10efa87be,17,13400.240000000002,28.033974895397492
8881e46ae9375249637237e3b15f8ceb00b1969a92a1aa6b59279b85b318d905,7,13375.869999999999,31.84730952380952
5da927d1bf357748c211d5744940f4cc67d058604311fd7a338bf409c11ff136,27,13316.4,26.00859375
d83417ec28a50c8523f189ca1aee7c6e0451996a26b89c92d13209e281ca84af,6,13219.74,44.065799999999996
d2cfe5fe26b45f9d349fa86fd26e043b20bc10464fd6c10f4df32d31d0e92b7a,19,13110.02,19.000028985507246
02746df7b7ccabb504fcd03809d75f0a931c1e545ecdfa13914e863a9e70e1d6,26,13027.449999999997,71.1882513661202
44ed298b742598436e5915b21c45483f24aa1bfab253436af3c6ac0001f9879e,9,12669.980000000001,114.14396396396397
e02719241987b4e01f62c0ff99589d771da49dc9970fd01d1c9220bd8abbd16f,26,12627.94,35.27357541899441
5d99ef3d6bc5310c8ca0af7086fb88b4fa7197ad56925aaba26e0c2ca7b0d344,3,12601.830000000002,48.282873563218395
070709c130d67d418f8ee60cbab99753671451a3fca7bad0cd2cf88c1dd5452d,3,12393.7,1377.0777777777778
83349759f5f929356fde95756f17202b517521557a57f4b5a274f55265975dfb,11,12353.289999999999,30.35206388206388
092188467d73fdac6482809ca0d531bb33e9f841a378ceef43e7a0a3063b94c6,15,12339.369999999999,26.03242616033755
515542cfe2311149cc5cf545ea4616a79c11e9e87012c53c33231090ac277431,31,12279.82,23.434770992366413
05539aa3bc8864282c3e205de7b99571cf542ae108cd0269eb95937212de3972,24,12241.009999999998,61.512613065326626
d174b22a46105d5421cde517bf95c9b9b02a5ff04a6d8071091242bf10207276,93,12029.269999999997,4.522281954887217
e06cec081f26011575a3fbc1d104a6554ab88fe8a9945671d6aaec3eb1242b62,5,11990.96,363.3624242424242
3e557f0c2ff5a1fb2398f5d57b1e57e3d05bd1b78893131a3fb35b8ac4fe4668,8,11581.8,246.42127659574467
abea597a39f9ae4347f8050906ace94c8a9a831dea6f6c1192c6de575e20eb8a,15,11528.48,90.77543307086614
2f70fd1a62cc1798e15753fe28ab983d235d5856285a5b90cab92c8843da4274,21,11349.520000000002,19.601934369602766
8ee2910a5afabfcb0f7cfc30dac9f6fe5954c1fa384b7ae7c91cc68a74e5c754,86,11189.91,36.68822950819672
17b44ca66f03d834cdbf619e2148daef078f128160a9a8dfeb6f22184cedd4d6,20,11138.710000000001,22.366887550200804
e44f180b7b48752f6e8d378886433eca261438dd89ade22672d91fa55e39b3cf,3,11072.669999999998,101.58412844036695
38e7557898f90acbdd69b7fe042b719a579d676a5971c2ea583f8bc099ab4d1b,25,11025.24,25.114441913439634
c01b9b3aeb84e878783dc7cbaeb5cca445cfdb50f54575edca2f5f2a9989a6be,12,10879.76,112.16247422680412
3d16c05dbc4c0851015e3a9e5db9aa323ca51a2d18e649cf66cdf5f8eb44bec7,26,10845.55,22.784768907563024
e47e01f090713bb3dc4a82d7c17fb4f834d850faa720d973e609cfdbc6961614,7,10736.480000000001,80.12298507462688
9bb456f818bae66952054325d844a876dcc936950ad4cdd72d0a263e29da2623,6,10698.429999999998,26.48126237623762
8841459e0b6ef5ec7dc139528f20929a63941a65185be8835059a4cdb516eeda,12,10650.77,22.328658280922433
dceba2839e68f0e74c530b658b4fa3bd25c728c6c9fc0435d92a479186cd5d4c,22,10605.119999999999,32.13672727272727
464f4ac9f79d4bc48b304075db728d75d71c0d0a2d654c76336eea4b139175b7,20,10521.320000000002,28.51306233062331
642ad14c322068dca41da0d5764cbde6cc539b583ffe7e87a687c3f49ee53c07,17,10504.49,27.498664921465966
4f0b9deed4e12dd7199fdcece48dfc0f3f4cfdc35fcc818cf5b3ce5ab13e0abd,11,10484.990000000002,94.45936936936938
20e2c1952dd7856802d7df7f59ec98f43c72f813439699a5056f9e25100f9187,12,10464.85,94.27792792792793
ae87ca48cb96948c8bd91bf6629c1ac1130213a0bbc25808fb7807278fbc0782,23,10399.740000000005,24.585673758865262
b2f68b77aca34884a25d000bab04758126c48831bb751be9f50962afddae9a8b,8,10254.18,63.29740740740741
6ca9015bea2fe36de37fe54106c5e8a744e6e7594c0e7986fd160dcc3608b0a4,12,10232.71,48.49625592417061
25fc57551381a0e021cda0c491e1667fa89f712f44eadc545cbca7bd526fb7fc,8,10204.130000000001,9.821106833493745
60f0ca65d04b9905bb73ee723406000dc0f1ba55acaccc2b52827e6f8c5fa771,16,10196.57,26.97505291005291
1692c5f56153714867ac9d2ba01477cbdb157b751764bf17e7d17876b98528aa,2,9864.26,145.06264705882353
fb675843dc4bcc04ad4a5414bd6d1d7d79a6f36cdad53fb544d130f821d736cf,38,9817.12,82.49680672268909
eed160cdd6154cf1f6ea8d42312738fd64a246f3ea783a98f1d61020a4e46286,32,9743.11,22.14343181818182
8ed8505388ad53247b0bab78daeb9d77e9bba8d8990c7a9309b9bb7bb04e3a9a,13,9708.78,29.509969604863223
90a96ac028ed50d25e4af2ea72601203523a57fa5e816ccbbd98484a25f7a95e,15,9706.520000000002,46.89140096618359
7d1ca4e686b0daeb0782286cc845121507544b63156b795b39bc590ea200742b,14,9646.569999999998,25.252801047120414
7e90a0c1e147636bd35a1c37e0828326ccad8e9073cfe3f2f5736d580e869a64,12,9585.91,47.455
478cae824a9c109ca7cc2b3218c8a29bb386818b56c1ca1e69cbaea11638f4a4,21,9418.470000000001,32.477482758620695
e5a10dac1b3bcfaa4dbee1721498aeefe6bbec0934c3a4355033d65809e9c7cb,10,9401.279999999999,21.07910313901345
18cab5b4bddb47df30fe8b08f9e80f053b43d43fb959cf3be5d18e747d88cb94,16,9208.02,17.70773076923077
82fe4775f9ebd70800562db30264d18aa7fae82f3f92c4c33211628f196ea44e,11,9068.259999999998,101.8905617977528
7655940a907ddb0bd5bd5f9c2b332ccd9a36a7be7e07c2485d65dd0645afcd6a,25,9042.5,16.118538324420676
9402a64a942d4be0a1109abdbbc29d777e196634cb258f69a04ed82449b9368d,5,9035.519999999999,25.524067796610165
be026aa05de3dc0ea95fc8b269ba140147aad40d85cebdecd62d2a16199efd1b,18,8976.369999999999,14.667271241830063
c1b89a971cb5910ab8e513e67e65a43cf1acdfc1864de477001a2a31a87e754a,13,8968.310000000001,21.251919431279624
464969cf58a3c9be22d90f121b83bde2122fb66ce2989256b8a0fad2e961e20c,14,8910.82,57.48916129032258
c6d0d9f66b8caae4563295086b0df7d93bd739e32f944fcd874050a9b6560bae,20,8733.679999999998,7.79792857142857
d6d3625b4a2f78f84bba51bae328a39aa252a4ab2b74a6d549bbb829dc4437c0,20,8694.260000000002,34.50103174603176
fb9b54c933bb4db13845373c0fb55b94f1ce4a0a6b01e1a49ac4e420f9dd2a1a,19,8631.310000000001,130.77742424242427
6ef66c20d20c843b31962acee7682fb5f1a32f60e6ee10870ba1784f0e7cf5db,15,8625.8,118.16164383561643
84781149a39b7b97f2763f9e9cdcd1da729fefe94e64bff9eb829372e310f7a9,55,8507.129999999996,8.76120494335736
d172555f02c0de27cbabd5b4dcfac366891d28cb7edd89981f4d71b5473de175,15,8476.57,24.641191860465117
df921be8d7056452e24196e5ed7a97f44b9ef85a8a926af24a0df2188fce87f7,26,8442.25,22.216447368421054
4e6af0a899a0f6885eab7835f5aa3d013bdfd0b40010fb41716d1154221c661f,6,8438.339999999998,53.07132075471697
23a61b67491013ec4068c46a697a6f4ab54ebbf0a9328ed1c3d8e902e72e1949,22,8347.2,15.149183303085302
511b0efad27ba19f71c2e1032368ed756e5b9025b690872c6db4adfe08f12122,20,8338.490000000002,18.127152173913046
45d2cedadd50a5d2b009bc702335a5540faabf1e490b402672d2f7d5c2d69b3c,8,8137.020000000002,22.354450549450554
be843a763395e82b4520ab567335d097be4b9ecd36d8a2499b14cefd10f22e2b,20,8134.9400000000005,71.35912280701754
ef2a12a0d3c9b74fa858f28dfc5487757ad2174454feddfb030ce25dd694d00d,25,8109.52,73.7229090909091
a4f9ec500026566367d4093f187020aae2a6b9cde6ab36d6f0d633aaf655e8d3,11,8099.490000000001,58.69195652173914
44881733850f92890d9ac07b93f8d0dcd8c36eecdef5ee1551c131f16af05d76,23,8043.75,7.545731707317073
df401e7b2048176a8930760a911050dcea7da3006f31c762393e5d4b1d4ad11d,9,7956.459999999999,27.062789115646254
208850eadcb4489cd92c32cad1ff2eb5885a371d8a25191576be00bf3ddd0cd1,26,7954.27,18.28567816091954
2d25a5b52f0d9fc4486c9d5a96cbdb50b7e1f5bccf566e9fce6db51913cd4026,18,7943.22,38.93735294117647
e981d698e556c44d7a6cb4e1f2513c7a7f607a66df929696e7fa5a4995196d18,25,7930.539999999999,20.439536082474223
78ca35ef89c5540267a6ab584006ccbb065cd83929baeec434a519b081e0e90f,17,7868.39,7.05685201793722
661702d1d7edd55cf2eb54395b8a5ee4af3cb87f699b00e230ba37ea60dfca41,8,7832.47,49.260817610062894
1de9185b3862704b3e7c0eba3e7ab6f5d63fbbee96e7dec328c41a1c81c0a6ca,2,7829.889999999999,217.49694444444444
1d976fc4ecb31223714315669f22da2816c00ca809d2ddc5379fa4d4e04c6f62,11,7792.360000000001,132.07389830508475
07e56d416d35039f9394ee73afb707a1a17dc7f4ddc8b0790b70a540720bc567,13,7731.949999999998,21.96576704545454
c4e1acc9b2011b3c23d7d79cd1cdcb92a5cf7d6959833453e32058ffd25d3531,39,7644.930000000002,9.568122653316648
b0d1dbf080bf13681aa7112779b6c7fa4b5fc9dd4637b29111bd25650e736b4d,15,7616.530000000002,24.56945161290323
70fe1a4802d5171df30f0e65eef163519a0f1f5976ebacf037d501042d840993,20,7561.68,40.00888888888889
524e095cfdd0717a6b420c4f5e5db6822c57118fc2c66e4fd933d496706fba7a,17,7431.49,17.162794457274828
f974c79a222c93bc5ba013062dc3933a77b8d5e9fac083de2668cebec61e8f70,9,7374.900000000001,368.745
9382f178f1994aa57130ddd341a221d6d1efe54503114c072b6a5a338134a53c,18,7354.62,75.82082474226804
2b6099106e2d2e142edee8600af60ceab8caa67e1eb3d853bdab4fd6a05dcf0e,8,7330.8,271.5111111111111
b11b13ee72bf7f0fb6b26bfd0fd6051cf5fd0f17944741d0a472f469973b3a16,18,7324.09,17.355663507109004
3607eb91ecd7ca63626a77f39e2b65c9fe5e8d33ac463968aba9a4e64cfcc534,35,7298.930000000002,4.4102296072507565
dcff63cd99ab6c167520aedd895bfd1fc2b137b2e35cd7345f5a8c1ede9e27de,15,7281.38,29.47927125506073
7e287d65a5f0c4c24bb867eb395b4915b836ec14a981528e20b5fc764c0c37ed,28,7277.7,15.890174672489083
b389124074773f572992d896129dbbdd6794202b56baeaf1fa9d51a0ce745807,20,7276.900000000001,44.37134146341464
4c298d6035d18f66e8d2793035339cfbd8a479a6c7f2afc3fa4c02a85bdf5e48,17,7158.300000000001,20.394017094017098
ad0a90b622aeeceeb327567906925b0d24a974435f7352884a5763882d289a3e,21,7156.159999999999,11.043456790123455
60e9fde12b9d589b257e6278c4263eff378665cc83d2111bd49abfd2a3b96957,6,7123.620000000001,25.532688172043013
97793ef554c6eaad1e4fe78a2f215329f70dded55ae9bf7c209eeca8a251e26b,10,7121.95,94.95933333333333
52e4cc9976b8d58e71633945d75037fdc49486b3e4a27031d900708f42a3b7eb,15,7060.130000000002,20.2295988538682
86966cbc36a3af65acafba9cf00f4a7de9e777b6ef1a135270f40ad40ac46cce,9,7044.68,22.579102564102566
48aba63d4b536e8d8f34c8923d4fa8f505f042c333d2eaf66fd21201c9435163,7,6989.630000000001,22.5471935483871
4f607a827b4672f980a84b6e35e819c0dcf8b3187912881c79b710a136597eec,3,6977.039999999999,872.1299999999999
3ce7abedb0143a1800d89bfd714ee82815a40b69147f31a7a840be045253ccf6,15,6924.109999999999,108.18921874999998
3de725ebe1ae68d7c98c1deae9dbe8b67cd6e19ec97800bac9b6d2811072d353,6,6912.0,265.84615384615387
4c51fa4e09f615e28c40c931e401d5f8072e60d83b2bb88b55eb4472af0c7dfd,15,6911.4400000000005,23.428610169491527
2c8f0a2c838ff3a4e13296859702d47449b048a0f7bc772d02cec19654a786ff,15,6902.48,11.169061488673139
6b9ba442a2e30dde924d07d76069bb4a8d8152052414bbd9d2fcfb0cebb93012,7,6893.42,25.626096654275095
808c0d2ccd03f04112b968e342ba77ca57033004735d121283626dbd304f3b71,19,6882.839999999998,11.339110378912682
5ef16c35b446145c96f991f90fb5815bccb01e28853c14fd0f4f8890b38daa9c,9,6868.29,20.56374251497006
0b1a2d52e53a021ccb1c707de998ec7f387ec3f5089b1b6e7c1b033a7bea5424,6,6814.639999999999,179.33263157894734
17df4606b9990f111bc26a1f5309be2b673aa4f34890e471285432041d02eb63,14,6776.5599999999995,16.528195121951217
37064baa79b96de4eec04328ad4a2c55bca13a4d193e63a8c91aa8a70e416a6d,7,6773.969999999999,57.40652542372881
25543c608732100b7e597d1d6f81349a9f81669d460a756132d9a93d8d385db8,11,6766.92,29.167758620689657
e452d2bfe7feede1ee029feadf90894bd321e8183b4a89916b7b7c0f3765a6e3,3,6748.8,1687.2
db79016bd6d0f9a56fc11f5419a567ec7cf5c230ced4cf6194ba4212a2feac03,18,6717.34,53.312222222222225
b98d84f61196fdcdcf6e25046806a351da3cbb04a7a29378415bae606cfe7ad5,10,6700.34,18.927514124293786
e8d15a663bec3d7b3c1b2fb4504337645ae2b1de97845773d3bb4013a5ed7459,13,6688.460000000001,19.109885714285717
4914cd6e6208155b58b99d90eeb564623fd9cff8defb921a657d3effa9df1ba8,23,6675.71,71.0181914893617
ee9a3c9822e6285e0fad182fdb88e52fe0df2537fea3f03addb6441fa6efc4fa,18,6673.910000000001,15.099343891402716
5aa1d6808971d52ce89a43f852acb1545effa980c8fe19e5505579395f8149d0,11,6673.2300000000005,12.289558011049724
2f550d25dac1a2f501fcc1d96fcd029d49391168af963e098418d1b4cf0ff754,9,6620.48,22.51863945578231
890a7c324adfae64e3147f475e45b18eabfe339ec023379ed946656c89e33772,4,6617.65,236.34464285714284
661eb23a53d0fe4d9f9546e5db38c8448aaf1ff8eae4c5dfdac57a429c59167e,17,6580.4400000000005,30.32460829493088
1068684a19fdd373171b8496a9e298aab150a674c61a93e0e1a01a4c3760dd75,7,6572.110000000001,19.38675516224189
57eb34e9037f4548a4076628d7377e720fa9b7177e3c74261a62a8ce05892221,14,6484.540000000001,23.840220588235297
e807d918e87bfa0f4a94a0c899fc40a7b5c3e31136dc64ab65f80772876a4dd7,14,6479.4000000000015,83.06923076923078
734993d73b1dbea6956838bf8fa9184c2a0fd6f68b01ae0c9980f28517b2b66c,7,6463.84,201.995
55ca05e580dbc79f2a3fc5d471820fb2ae83ab552095d034e6c505cefafb7ba9,24,6424.09,21.131875
dc9ed09a2e1e858687386382e9ae759c3cdc9f82c7d50611af1c363531617786,15,6419.950000000001,27.435683760683762
cedbedf94ad7abe00ec384685e71c79e4b190675265daa87d8a96bcbee194e7a,21,6416.700000000002,20.115047021943578
b456d70d2453eea59fb943bf410570332399eb5cf606c70726710e655a35024d,13,6403.25,19.057291666666668
be06ccf843d11196ac3b5ade68fce6492fab7ff2581e9418d6015bd695cca00b,13,6307.650000000001,18.828805970149254
0e3eaa7653d02359998f152c6231bcff8d40863ce19b6dc8e1f97ff420a2d348,21,6294.630000000001,13.683978260869567
6f3947f89cef1f6e6f386a1608deddd8de1470929f382b271edcec2391af850b,4,6287.769999999999,53.74162393162392
5ec9bb6650eeac8ff5b6a72d45e9def543a50e4ed3f6065f8f001d7b4976d15e,8,6273.78,9.21259911894273
85f3df620098dea0166a046c96b3b4658229672fc6a7c4c4ae71fef27408c608,38,6245.569999999999,13.373811563169163
eae4b24c8f9a6216546b9914c15c1eb805c9660ace79cc649609be9e0d22cdaf,28,6241.9800000000005,5.6952372262773725
c99ec38a80915443c479b463fe690eff7573e7718364118f1ed778ceb05493c1,17,6211.66,21.949328621908126
4414ad0cc88906db12387a9f3be80829d8955d95a9ef80d4774d9cedac9aa087,1,6207.669999999999,47.38679389312976
70a676e841a6a7de28d950c4d50227bee0418609472d2d4ab70cbb05fb9c4584,4,6195.280000000001,25.494979423868315
b5c30f803817f7aa522fe008ca09f0f96e4fe847cf03cacbed11452a7bbdb198,19,6140.42,30.39811881188119
6222de5e7935a66e6cbf7a4ea9816c6ad2f3f42cf24f7323ee6a93decd8a05eb,18,6127.43,20.156019736842108
1d7ab53228723ed0760c17a70f1130ac51301c94063358ebb998f886a6b2c0fe,15,6115.01,80.46065789473684
bcf29d04eedad719db268680607faa2f7821c3c599e18cb0bd28fabe6e5497e1,8,6083.64,16.713296703296706
6f83be16def7f8a4f1ccef69ea09437c7ff388f1c65ad49c3473963ceef75703,32,6065.689999999999,31.266443298969065
6e8b0bdd418cbde2b13429d171097fa05f28f859659ef8191d0236a3ffcc111e,8,5993.910000000001,15.89896551724138
3306c4f4458d2f772648231ae421efe6f41dca94cb973b45ea76c2067703b9e8,6,5976.789999999999,170.76542857142854
bcdecc00b9dc730c664275de2a012a013f5489926375cba9eff87ecb3639aaf1,6,5955.710000000001,19.720894039735104
6b5e18288e2e9b94baa305b1df561694e07b9b2592640f257544b909da9c96c8,10,5946.169999999999,14.293677884615382
cc1836fb587d7b1402510a33804d436b476982d94c2a1b6cc5f030eb934b1e93,12,5900.249999999999,34.70735294117647
8dca8430b6f16d6ad1dd296b613eb9a52b72432f763e8a8f11478aa10d614421,25,5870.080000000001,19.831351351351355
af8e93976bf067559b94e51002b9ef5d95fc17243a917003a592ffc83045b6c0,8,5861.01,18.31565625
4117f004a09b2b7a6a692944a27c3238c1f88d5e2892357fbfcd198b1fa8daa3,17,5829.330000000001,14.5369825436409
f6408eb4f341faf09db79b51e42bc348c27db2f3a09620d7282e42741ae62bff,13,5782.28,10.180070422535211
7f99f806991b88d656b1350432a5115310910c14b4e5649754168c71596c963c,25,5781.729999999999,16.33257062146892
90fbf655fe58d62501c70c2a7b3c45b942cb73a6ed375c5140037adaaed40a12,11,5756.130000000001,34.88563636363637
a1ac79bb6df107936a9a7b76273cf40c03f9a58f17ba77609a494d983da88d7b,7,5739.459999999999,20.068041958041956
b609898bfc65c040ec4f68f5cf008f8813e2b6b61d0b4d2fbaa1af77892430e7,4,5732.93,66.66197674418605
9d532b34d480d7428f9774ca4aca7ab26d45c9dba707e504293174c5f9916269,11,5725.469999999999,21.605547169811317
795540718366972d95d8fb708c0e11d37724c7f785d35904e94b22d252994d40,12,5719.82,68.09309523809523
0ca662235c746f98be023cd6d5d871681d090e0da7641dc1d7ebfd1c77b97fae,37,5704.969999999998,18.890629139072843
e3b6ae41b29f8e6e5e103bf50b03ea5e639898770609534ff030c607abc80e2f,12,5683.15,36.66548387096774
b6d1f249db8fe114f291bf1de5f5ed3c268b0ba4c7bc9af2f05a42169e52fed7,11,5655.99,23.085673469387753
f876b94b5112d74b802b1206f49b2ef0364b579dbc05cd0b71aa7c8fb05fc4f4,18,5655.91,13.999777227722772
b4000e184b1090ccf90919e445d19fcd416c6beddf77c73661b6db9e5942aa76,9,5655.030000000002,17.839211356466883
e981dbaee127e0a26af4470112fb57df244b6ae1ea943df60e54430ce7d33b48,8,5650.51,7.474219576719577
4a742b6054b4d99d8de9e07a7ffb8b436fb6a6c076652ed2ae7a2f736bc71602,26,5585.229999999999,4.461046325878593
ba989bb431d49565aedb3b285e83e11667d7c0c9c574cf05d998e4bfbc548738,10,5579.820000000001,25.832500000000003
09e5307dc6edf8bcf93ca5ebc7d7f81d564936be46669704e5f7502a3654c7f2,14,5576.52,17.81635782747604
b0755d1213a281c6c556f9cd42a1422456d185d916606fa3209548ad92db9b19,21,5572.45,17.359657320872273
1142294a58f0811c222ac27a416ccce10bed23b62c59f0362be4f2746f45472c,4,5568.35,20.396886446886448
69708050d625555decb42a67907716e1c8fc516502fa22978e1c8b878f7bad49,11,5565.48,25.29763636363636
